// Current CO | Current Unit | Result
type CO       UNIT             NUMBER
CO_SASHA      CRUISER          1
CO_SASHA      DESTROYER        1
CO_SASHA      DUSTER           1
CO_SASHA      FIGHTER          1
CO_SASHA      FLAK             1
CO_SASHA      HEAVY_HOVERTANK  1
CO_SASHA      HOVERCRAFT       1
CO_SASHA      HOVERFLAK        1
CO_SASHA      K_HELI           1
CO_SASHA      LIGHT_TANK       1
CO_SASHA      MEGATANK         1
CO_SASHA      MISSILE          0
CO_SASHA      MOTORBIKE        0
CO_SASHA      NEOTANK          1
CO_SASHA      PIPERUNNER       0
CO_SASHA      RECON            0
CO_SASHA      ROCKETTRHOWER    0
CO_SASHA      SNIPER           0
CO_SASHA      STEALTHBOMBER    1
CO_SASHA      SUBMARINE        1
// SENSEI 
CO_SENSEI     INFANTRY         1
CO_SENSEI     MECH             1
CO_SENSEI     AIRCRAFTCARRIER  0
CO_SENSEI     ANTITANKCANNON   0
CO_SENSEI     ARTILLERY        0
CO_SENSEI     BATTLESHIP       0
CO_SENSEI     BOMBER           0
CO_SENSEI     CRUISER          0
CO_SENSEI     DESTROYER        0
CO_SENSEI     DUSTER           0
CO_SENSEI     FIGHTER          0
CO_SENSEI     FLAK             0
CO_SENSEI     HEAVY_HOVERTANK  0
CO_SENSEI     HOVERCRAFT       0
CO_SENSEI     HOVERFLAK        0
CO_SENSEI     K_HELI           1
CO_SENSEI     LIGHT_TANK       0
CO_SENSEI     MEGATANK         0
CO_SENSEI     MISSILE          0
CO_SENSEI     MOTORBIKE        0
CO_SENSEI     NEOTANK          0
CO_SENSEI     PIPERUNNER       0
CO_SENSEI     RECON            0
CO_SENSEI     ROCKETTRHOWER    0
CO_SENSEI     SNIPER           1
CO_SENSEI     STEALTHBOMBER    0
CO_SENSEI     SUBMARINE        0
// SONJA 
CO_SONJA      INFANTRY         0
CO_SONJA      MECH             0
CO_SONJA      AIRCRAFTCARRIER  0
CO_SONJA      ANTITANKCANNON   1
CO_SONJA      ARTILLERY        1
CO_SONJA      BATTLESHIP       1
CO_SONJA      BOMBER           1
CO_SONJA      CRUISER          1
CO_SONJA      DESTROYER        1
CO_SONJA      DUSTER           1
CO_SONJA      FIGHTER          1
CO_SONJA      FLAK             1
CO_SONJA      HEAVY_HOVERTANK  1
CO_SONJA      HOVERCRAFT       1
CO_SONJA      HOVERFLAK        1
CO_SONJA      K_HELI           1
CO_SONJA      LIGHT_TANK       1
CO_SONJA      MEGATANK         1
CO_SONJA      MISSILE          0
CO_SONJA      MOTORBIKE        0
CO_SONJA      NEOTANK          1
CO_SONJA      PIPERUNNER       0
CO_SONJA      RECON            0
CO_SONJA      ROCKETTRHOWER    0
CO_SONJA      SNIPER           0
CO_SONJA      STEALTHBOMBER    1
CO_SONJA      SUBMARINE        1
// STURM 
CO_STURM      INFANTRY         0
CO_STURM      MECH             0
CO_STURM      AIRCRAFTCARRIER  0
CO_STURM      ANTITANKCANNON   1
CO_STURM      ARTILLERY        1
CO_STURM      BATTLESHIP       1
CO_STURM      BOMBER           1
CO_STURM      CRUISER          1
CO_STURM      DESTROYER        1
CO_STURM      DUSTER           1
CO_STURM      FIGHTER          1
CO_STURM      FLAK             1
CO_STURM      HEAVY_HOVERTANK  1
CO_STURM      HOVERCRAFT       1
CO_STURM      HOVERFLAK        1
CO_STURM      K_HELI           1
CO_STURM      LIGHT_TANK       1
CO_STURM      MEGATANK         1
CO_STURM      MISSILE          0
CO_STURM      MOTORBIKE        0
CO_STURM      NEOTANK          1
CO_STURM      PIPERUNNER       0
CO_STURM      RECON            0
CO_STURM      ROCKETTRHOWER    0
CO_STURM      SNIPER           0
CO_STURM      STEALTHBOMBER    1
CO_STURM      SUBMARINE        1
// VON BOLT 
CO_VON_BOLT   INFANTRY         0
CO_VON_BOLT   MECH             0
CO_VON_BOLT   AIRCRAFTCARRIER  0
CO_VON_BOLT   ANTITANKCANNON   1
CO_VON_BOLT   ARTILLERY        1
CO_VON_BOLT   BATTLESHIP       1
CO_VON_BOLT   BOMBER           1
CO_VON_BOLT   CRUISER          1
CO_VON_BOLT   DESTROYER        1
CO_VON_BOLT   DUSTER           1
CO_VON_BOLT   FIGHTER          1
CO_VON_BOLT   FLAK             1
CO_VON_BOLT   HEAVY_HOVERTANK  1
CO_VON_BOLT   HOVERCRAFT       1
CO_VON_BOLT   HOVERFLAK        1
CO_VON_BOLT   K_HELI           1
CO_VON_BOLT   LIGHT_TANK       1
CO_VON_BOLT   MEGATANK         1
CO_VON_BOLT   MISSILE          0
CO_VON_BOLT   MOTORBIKE        0
CO_VON_BOLT   NEOTANK          1
CO_VON_BOLT   PIPERUNNER       0
CO_VON_BOLT   RECON            0
CO_VON_BOLT   ROCKETTRHOWER    0
CO_VON_BOLT   SNIPER           0
CO_VON_BOLT   STEALTHBOMBER    1
CO_VON_BOLT   SUBMARINE        1
// PETER 
CO_PETER      INFANTRY         0
CO_PETER      MECH             0
CO_PETER      AIRCRAFTCARRIER  0
CO_PETER      ANTITANKCANNON   1
CO_PETER      ARTILLERY        1
CO_PETER      BATTLESHIP       1
CO_PETER      BOMBER           1
CO_PETER      CRUISER          1
CO_PETER      DESTROYER        1
CO_PETER      DUSTER           1
CO_PETER      FIGHTER          1
CO_PETER      FLAK             1
CO_PETER      HEAVY_HOVERTANK  1
CO_PETER      HOVERCRAFT       1
CO_PETER      HOVERFLAK        1
CO_PETER      K_HELI           1
CO_PETER      LIGHT_TANK       1
CO_PETER      MEGATANK         1
CO_PETER      MISSILE          0
CO_PETER      MOTORBIKE        0
CO_PETER      NEOTANK          1
CO_PETER      PIPERUNNER       0
CO_PETER      RECON            0
CO_PETER      ROCKETTRHOWER    0
CO_PETER      SNIPER           0
CO_PETER      STEALTHBOMBER    1
CO_PETER      SUBMARINE        1
// MELANTHE 
CO_MELANTHE   INFANTRY         0
CO_MELANTHE   MECH             0
CO_MELANTHE   AIRCRAFTCARRIER  0
CO_MELANTHE   ANTITANKCANNON   1
CO_MELANTHE   ARTILLERY        1
CO_MELANTHE   BATTLESHIP       1
CO_MELANTHE   BOMBER           1
CO_MELANTHE   CRUISER          1
CO_MELANTHE   DESTROYER        1
CO_MELANTHE   DUSTER           1
CO_MELANTHE   FIGHTER          1
CO_MELANTHE   FLAK             1
CO_MELANTHE   HEAVY_HOVERTANK  1
CO_MELANTHE   HOVERCRAFT       1
CO_MELANTHE   HOVERFLAK        1
CO_MELANTHE   K_HELI           1
CO_MELANTHE   LIGHT_TANK       1
CO_MELANTHE   MEGATANK         1
CO_MELANTHE   MISSILE          0
CO_MELANTHE   MOTORBIKE        0
CO_MELANTHE   NEOTANK          1
CO_MELANTHE   PIPERUNNER       0
CO_MELANTHE   RECON            0
CO_MELANTHE   ROCKETTRHOWER    0
CO_MELANTHE   SNIPER           0
CO_MELANTHE   STEALTHBOMBER    1
CO_MELANTHE   SUBMARINE        1
// SABAKI 
CO_SABAKI     INFANTRY         0
CO_SABAKI     MECH             0
CO_SABAKI     AIRCRAFTCARRIER  0
CO_SABAKI     ANTITANKCANNON   1
CO_SABAKI     ARTILLERY        1
CO_SABAKI     BATTLESHIP       1
CO_SABAKI     BOMBER           1
CO_SABAKI     CRUISER          1
CO_SABAKI     DESTROYER        1
CO_SABAKI     DUSTER           1
CO_SABAKI     FIGHTER          1
CO_SABAKI     FLAK             1
CO_SABAKI     HEAVY_HOVERTANK  1
CO_SABAKI     HOVERCRAFT       1
CO_SABAKI     HOVERFLAK        1
CO_SABAKI     K_HELI           1
CO_SABAKI     LIGHT_TANK       1
CO_SABAKI     MEGATANK         1
CO_SABAKI     MISSILE          0
CO_SABAKI     MOTORBIKE        0
CO_SABAKI     NEOTANK          1
CO_SABAKI     PIPERUNNER       0
CO_SABAKI     RECON            0
CO_SABAKI     ROCKETTRHOWER    0
CO_SABAKI     SNIPER           0
CO_SABAKI     STEALTHBOMBER    1
CO_SABAKI     SUBMARINE        1
// SOPHIE 
CO_SOPHIE     INFANTRY         0
CO_SOPHIE     MECH             0
CO_SOPHIE     AIRCRAFTCARRIER  0
CO_SOPHIE     ANTITANKCANNON   1
CO_SOPHIE     ARTILLERY        1
CO_SOPHIE     BATTLESHIP       1
CO_SOPHIE     BOMBER           1
CO_SOPHIE     CRUISER          1
CO_SOPHIE     DESTROYER        1
CO_SOPHIE     DUSTER           1
CO_SOPHIE     FIGHTER          1
CO_SOPHIE     FLAK             1
CO_SOPHIE     HEAVY_HOVERTANK  1
CO_SOPHIE     HOVERCRAFT       1
CO_SOPHIE     HOVERFLAK        1
CO_SOPHIE     K_HELI           1
CO_SOPHIE     LIGHT_TANK       1
CO_SOPHIE     MEGATANK         1
CO_SOPHIE     MISSILE          0
CO_SOPHIE     MOTORBIKE        0
CO_SOPHIE     NEOTANK          1
CO_SOPHIE     PIPERUNNER       0
CO_SOPHIE     RECON            0
CO_SOPHIE     ROCKETTRHOWER    0
CO_SOPHIE     SNIPER           0
CO_SOPHIE     STEALTHBOMBER    1
CO_SOPHIE     SUBMARINE        1
// GRAVES 
CO_GRAVES     INFANTRY         0
CO_GRAVES     MECH             0
CO_GRAVES     AIRCRAFTCARRIER  0
CO_GRAVES     ANTITANKCANNON   1
CO_GRAVES     ARTILLERY        1
CO_GRAVES     BATTLESHIP       1
CO_GRAVES     BOMBER           1
CO_GRAVES     CRUISER          1
CO_GRAVES     DESTROYER        1
CO_GRAVES     DUSTER           1
CO_GRAVES     FIGHTER          1
CO_GRAVES     FLAK             1
CO_GRAVES     HEAVY_HOVERTANK  1
CO_GRAVES     HOVERCRAFT       1
CO_GRAVES     HOVERFLAK        1
CO_GRAVES     K_HELI           1
CO_GRAVES     LIGHT_TANK       1
CO_GRAVES     MEGATANK         1
CO_GRAVES     MISSILE          0
CO_GRAVES     MOTORBIKE        0
CO_GRAVES     NEOTANK          1
CO_GRAVES     PIPERUNNER       0
CO_GRAVES     RECON            0
CO_GRAVES     ROCKETTRHOWER    0
CO_GRAVES     SNIPER           0
CO_GRAVES     STEALTHBOMBER    1
CO_GRAVES     SUBMARINE        1
// MINAMOTO 
CO_MINAMOTO   INFANTRY         0
CO_MINAMOTO   MECH             0
CO_MINAMOTO   AIRCRAFTCARRIER  0
CO_MINAMOTO   ANTITANKCANNON   1
CO_MINAMOTO   ARTILLERY        1
CO_MINAMOTO   BATTLESHIP       1
CO_MINAMOTO   BOMBER           1
CO_MINAMOTO   CRUISER          1
CO_MINAMOTO   DESTROYER        1
CO_MINAMOTO   DUSTER           1
CO_MINAMOTO   FIGHTER          1
CO_MINAMOTO   FLAK             1
CO_MINAMOTO   HEAVY_HOVERTANK  1
CO_MINAMOTO   HOVERCRAFT       1
CO_MINAMOTO   HOVERFLAK        1
CO_MINAMOTO   K_HELI           1
CO_MINAMOTO   LIGHT_TANK       1
CO_MINAMOTO   MEGATANK         1
CO_MINAMOTO   MISSILE          0
CO_MINAMOTO   MOTORBIKE        0
CO_MINAMOTO   NEOTANK          1
CO_MINAMOTO   PIPERUNNER       0
CO_MINAMOTO   RECON            0
CO_MINAMOTO   ROCKETTRHOWER    0
CO_MINAMOTO   SNIPER           0
CO_MINAMOTO   STEALTHBOMBER    1
CO_MINAMOTO   SUBMARINE        1
// SANJURO 
CO_SANJURO    INFANTRY         0
CO_SANJURO    MECH             0
CO_SANJURO    AIRCRAFTCARRIER  0
CO_SANJURO    ANTITANKCANNON   1
CO_SANJURO    ARTILLERY        1
CO_SANJURO    BATTLESHIP       1
CO_SANJURO    BOMBER           1
CO_SANJURO    CRUISER          1
CO_SANJURO    DESTROYER        1
CO_SANJURO    DUSTER           1
CO_SANJURO    FIGHTER          1
CO_SANJURO    FLAK             1
CO_SANJURO    HEAVY_HOVERTANK  1
CO_SANJURO    HOVERCRAFT       1
CO_SANJURO    HOVERFLAK        1
CO_SANJURO    K_HELI           1
CO_SANJURO    LIGHT_TANK       1
CO_SANJURO    MEGATANK         1
CO_SANJURO    MISSILE          0
CO_SANJURO    MOTORBIKE        0
CO_SANJURO    NEOTANK          1
CO_SANJURO    PIPERUNNER       0
CO_SANJURO    RECON            0
CO_SANJURO    ROCKETTRHOWER    0
CO_SANJURO    SNIPER           0
CO_SANJURO    STEALTHBOMBER    1
CO_SANJURO    SUBMARINE        1
// ZANDRA 
CO_ZANDRA     INFANTRY         0
CO_ZANDRA     MECH             0
CO_ZANDRA     AIRCRAFTCARRIER  0
CO_ZANDRA     ANTITANKCANNON   1
CO_ZANDRA     ARTILLERY        1
CO_ZANDRA     BATTLESHIP       1
CO_ZANDRA     BOMBER           1
CO_ZANDRA     CRUISER          1
CO_ZANDRA     DESTROYER        1
CO_ZANDRA     DUSTER           1
CO_ZANDRA     FIGHTER          1
CO_ZANDRA     FLAK             1
CO_ZANDRA     HEAVY_HOVERTANK  1
CO_ZANDRA     HOVERCRAFT       1
CO_ZANDRA     HOVERFLAK        1
CO_ZANDRA     K_HELI           1
CO_ZANDRA     LIGHT_TANK       1
CO_ZANDRA     MEGATANK         1
CO_ZANDRA     MISSILE          0
CO_ZANDRA     MOTORBIKE        0
CO_ZANDRA     NEOTANK          1
CO_ZANDRA     PIPERUNNER       0
CO_ZANDRA     RECON            0
CO_ZANDRA     ROCKETTRHOWER    0
CO_ZANDRA     SNIPER           0
CO_ZANDRA     STEALTHBOMBER    1
CO_ZANDRA     SUBMARINE        1
