// Fonds                               | Fonds per Building                     |  Units           | Direct / Indirects             | Infantry      | TRANSPORTER    | Result
type NUMBER:4000_>|4000_<_10000|10000_<  NUMBER:4000_>|4000_<_10000|10000_<        NUMBER:10_<|10_>  NUMBER:0.8_>|0.8_<_3.5|3.5_<   NUMBER:5_<|5_>    NUMBER:1_<|1_>   UNIT
11000                                    11000                                     7                 1.0                            7                 0                ARTILLERY
11000                                    11000                                     7                 4.5                            7                 0                ARTILLERY
11000                                    11000                                     7                 4.5                            7                 0                ARTILLERY
11000                                    3000                                      11                1.0                            7                 0                ARTILLERY
11000                                    3000                                      11                1.0                            7                 0                ARTILLERY
7000                                     3000                                      11                4.5                            7                 0                ARTILLERY
7000                                     3000                                      11                4.5                            7                 0                ARTILLERY
7000                                     3000                                      11                1.0                            7                 0                ARTILLERY
11000                                    7000                                      11                1.0                            7                 2                ARTILLERY
11000                                    7000                                      11                1.0                            7                 2                ARTILLERY
7000                                     7000                                      11                4.5                            7                 2                ARTILLERY
7000                                     7000                                      11                4.5                            7                 2                ARTILLERY
7000                                     7000                                      11                1.0                            7                 2                ARTILLERY
11000                                    11000                                     11                1.0                            7                 2                ARTILLERY
11000                                    11000                                     11                4.5                            7                 2                ARTILLERY
11000                                    11000                                     11                4.5                            7                 2                ARTILLERY
11000                                    11000                                     11                1.0                            7                 2                ARTILLERY
11000                                    11000                                     11                4.5                            7                 2                ARTILLERY
11000                                    11000                                     11                4.5                            7                 2                ARTILLERY
11000                                    7000                                      7                 1.0                            7                 2                ARTILLERY
11000                                    7000                                      7                 1.0                            7                 2                ARTILLERY
7000                                     7000                                      7                 4.5                            7                 2                ARTILLERY
7000                                     7000                                      7                 4.5                            7                 2                ARTILLERY
7000                                     7000                                      7                 1.0                            7                 2                ARTILLERY
11000                                    11000                                     7                 1.0                            7                 2                ARTILLERY
11000                                    11000                                     7                 4.5                            7                 2                ARTILLERY
11000                                    11000                                     7                 4.5                            7                 2                ARTILLERY
11000                                    11000                                     7                 1.0                            7                 2                ARTILLERY
11000                                    11000                                     7                 4.5                            7                 2                ARTILLERY
11000                                    11000                                     7                 4.5                            7                 2                ARTILLERY
11000                                    3000                                      11                1.0                            7                 2                ARTILLERY
11000                                    3000                                      11                1.0                            7                 2                ARTILLERY
7000                                     3000                                      11                4.5                            7                 2                ARTILLERY
7000                                     3000                                      11                4.5                            7                 2                ARTILLERY
7000                                     3000                                      11                1.0                            7                 2                ARTILLERY
// HIGH TIER UNITS                                                                                                                                                    
11000                                    11000                                     11                1.0                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 0                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                4.5                            7                 2                ROCKETTHROWER
11000                                    11000                                     11                1.0                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 2                ANTITANKCANNON
11000                                     7000                                     11                4.5                            7                 2                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                1.0                            7                 0                ANTITANKCANNON
11000                                    11000                                     11                4.5                            7                 0                ANTITANKCANNON
11000                                     7000                                     11                4.5                            7                 0                ANTITANKCANNON
11000                                     7000                                     11                1.0                            7                 0                HEAVY_TANK
11000                                     7000                                     11                1.0                            7                 0                HEAVY_TANK
11000                                     7000                                     11                0.7                            7                 0                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 0                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 0                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 0                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 0                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 0                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 0                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 0                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 0                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 0                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 0                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 0                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 0                HEAVY_TANK
11000                                     7000                                     11                1.0                            7                 2                HEAVY_TANK
11000                                     7000                                     11                1.0                            7                 2                HEAVY_TANK
11000                                     7000                                     11                0.7                            7                 2                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 2                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 2                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 2                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 2                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 2                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 2                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 2                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 2                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 2                HEAVY_TANK
11000                                    11000                                     11                1.0                            7                 2                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 2                HEAVY_TANK
11000                                    11000                                     11                0.7                            7                 2                HEAVY_TANK
11000                                     7000                                     11                1.0                            7                 2                NEOTANK
11000                                     7000                                     11                1.0                            7                 2                NEOTANK
11000                                     7000                                     11                0.7                            7                 2                NEOTANK
11000                                     7000                                     11                0.7                            7                 2                NEOTANK
11000                                    11000                                     11                1.0                            7                 2                NEOTANK
11000                                    11000                                     11                1.0                            7                 2                NEOTANK
11000                                    11000                                     11                0.7                            7                 2                NEOTANK
11000                                    11000                                     11                0.7                            7                 2                NEOTANK
11000                                    11000                                     11                1.0                            7                 2                NEOTANK
11000                                    11000                                     11                1.0                            7                 2                NEOTANK
11000                                    11000                                     11                0.7                            7                 2                NEOTANK
11000                                    11000                                     11                0.7                            7                 2                NEOTANK
11000                                    11000                                     11                1.0                            7                 2                NEOTANK
11000                                    11000                                     11                0.7                            7                 2                NEOTANK
11000                                    11000                                     11                0.7                            7                 2                NEOTANK
11000                                    11000                                     11                1.0                            7                 0                NEOTANK
11000                                    11000                                     11                1.0                            7                 0                NEOTANK
11000                                    11000                                     11                0.7                            7                 0                NEOTANK
11000                                    11000                                     11                0.7                            7                 0                NEOTANK
11000                                    11000                                     11                1.0                            7                 0                NEOTANK
11000                                    11000                                     11                1.0                            7                 0                NEOTANK
11000                                    11000                                     11                0.7                            7                 0                NEOTANK
11000                                    11000                                     11                0.7                            7                 0                NEOTANK
11000                                    11000                                     11                1.0                            7                 0                NEOTANK
11000                                    11000                                     11                0.7                            7                 0                NEOTANK
11000                                    11000                                     11                0.7                            7                 0                NEOTANK
11000                                    11000                                     11                1.0                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                4.5                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                4.5                            7                 2                HEAVY_HOVERCRAFT
11000                                    11000                                     11                4.5                            7                 0                MISSILE
11000                                    11000                                     11                4.5                            7                 0                MISSILE
11000                                    11000                                     11                1.0                            7                 0                MISSILE
11000                                    11000                                     11                4.5                            7                 0                MISSILE
11000                                    11000                                     11                4.5                            7                 0                MISSILE
11000                                    11000                                     11                0.7                            7                 0                MEGATANK
11000                                    11000                                     11                0.7                            7                 0                MEGATANK
11000                                    11000                                     11                1.0                            7                 0                MEGATANK
11000                                    11000                                     11                0.7                            7                 0                MEGATANK
11000                                    11000                                     11                0.7                            7                 0                MEGATANK
11000                                    11000                                     11                0.7                            7                 2                MEGATANK
11000                                    11000                                     11                0.7                            7                 2                MEGATANK
11000                                    11000                                     11                1.0                            7                 2                MEGATANK
11000                                    11000                                     11                0.7                            7                 2                MEGATANK
11000                                    11000                                     11                0.7                            7                 2                MEGATANK
11000                                    11000                                     11                0.7                            7                 2                MEGATANK
11000                                    11000                                     11                0.7                            7                 2                MEGATANK
11000                                    11000                                     11                1.0                            7                 2                MEGATANK
11000                                    11000                                     11                1.0                            7                 2                MEGATANK
11000                                    11000                                     11                1.0                            7                 2                MEGATANK
11000                                     7000                                     11                0.7                            7                 2                MEGATANK
11000                                     7000                                     11                0.7                            7                 2                MEGATANK
11000                                     7000                                     11                0.7                            7                 2                MEGATANK
11000                                     7000                                     11                1.0                            7                 2                MEGATANK
11000                                     7000                                     11                1.0                            7                 2                MEGATANK
11000                                     7000                                     11                1.0                            7                 2                MEGATANK
